loss,accuracy,val_loss,val_accuracy
69.75769524825246,0.5245648708782698,69.77691650390625,0.522656261920929
69.76176934493215,0.5241552654065584,69.77690887451172,0.522656261920929
69.76051310489052,0.5242845039618643,69.77684783935547,0.522656261920929
69.76199762444747,0.5241340422316602,69.77686309814453,0.522656261920929
69.76190828022204,0.5241423955089167,69.77668762207031,0.522656261920929
69.76307397139699,0.5240253672788018,69.77681732177734,0.522656261920929
69.76031172902961,0.5243012222804522,69.77684020996094,0.522656261920929
69.76097568712737,0.5242343435161992,69.77684783935547,0.522656261920929
69.76205946269788,0.5241256717004275,69.77684020996094,0.522656261920929
69.76197252775493,0.524134035957487,69.77684020996094,0.522656261920929
69.76046632465564,0.5242845031775927,69.77680969238281,0.522656261920929
69.75862422742341,0.5244684031135157,69.77681732177734,0.522656261920929
69.76112867656506,0.5242176228447964,69.77674865722656,0.522656261920929
69.76079378629986,0.5242510704617751,69.77681732177734,0.522656261920929
69.76012099416633,0.5243179366776818,69.77666473388672,0.522656261920929
69.76070444207443,0.5242594253075751,69.77653503417969,0.522656261920929
69.76178861919202,0.5241507589817047,69.77651977539062,0.522656261920929
69.76161996941818,0.5241674733789343,69.7760238647461,0.522656261920929
69.75911009939094,0.5244182434521223,69.74573516845703,0.5257812738418579
69.76311854312294,0.5240170045902854,69.75694274902344,0.5257812738418579
69.76194582487408,0.5241340281147706,69.77172088623047,0.522656261920929
69.76378169812654,0.5239501289631191,69.75759887695312,0.5257812738418579
69.76286215531199,0.5240420793232164,69.75381469726562,0.5257812738418579
69.76060405530427,0.524267786427548,69.75956726074219,0.5257812738418579
69.76143766704358,0.5241841885604357,69.75483703613281,0.5257812738418579
69.7625214426141,0.5240755128233057,69.75977325439453,0.5257812738418579
69.76335525512695,0.5239919212303663,69.76275634765625,0.5234375
69.76034244738128,0.5242928580233925,69.76367950439453,0.522656261920929
69.76168582313939,0.5241591059847882,69.75788879394531,0.5234375
69.76142843146073,0.5241841940503371,69.74713134765625,0.5257812738418579
69.76176573100842,0.5241507527075315,69.74259948730469,0.526562511920929
69.75884568063836,0.5244433283805847,69.7491455078125,0.5257812738418579
69.76226445248253,0.5241006008888546,69.75093078613281,0.526562511920929
69.76050346776059,0.5242761349991748,69.76046752929688,0.522656261920929
69.76142200670745,0.5241841893447073,69.74991607666016,0.5257812738418579
69.75983248258892,0.5243430098420695,69.75099182128906,0.5257812738418579
69.75958011024876,0.5243680916334453,69.75175476074219,0.5257812738418579
69.75983368723016,0.5243430145476994,69.74707794189453,0.5257812738418579
69.76150171380294,0.5241758321460924,69.75448608398438,0.5257812738418579
69.7612469321803,0.52420091001611,69.74790954589844,0.5257812738418579
69.76241623727898,0.5240838755118219,69.7540512084961,0.5257812738418579
69.76157840929534,0.524167465536218,69.7542495727539,0.5257812738418579
69.76149368286133,0.5241758305775491,69.7591781616211,0.522656261920929
69.76090541638825,0.5242343403791127,69.75446319580078,0.5257812738418579
69.76198758577046,0.5241256771903289,69.74836730957031,0.5257812738418579
69.76123187416478,0.5242009084475668,69.7567367553711,0.5257812738418579
69.76398949874074,0.5239250456032,69.75221252441406,0.5257812738418579
69.76173059563888,0.5241507511389883,69.75860595703125,0.522656261920929
69.75938776919716,0.5243848036778601,69.7483901977539,0.5257812738418579
69.76135996768349,0.5243018998911506,69.77741241455078,0.522656261920929
69.76241302490234,0.5241611450910568,69.77686309814453,0.522656261920929
69.76164225528115,0.5241925457590505,69.77693939208984,0.522656261920929
69.76104274548982,0.5242427038519006,69.77674102783203,0.522656261920929
69.7610969543457,0.524234339594841,69.77688598632812,0.522656261920929
69.76116381193462,0.5242259800434113,69.77096557617188,0.522656261920929
69.76031554372688,0.5243095724206221,69.7479019165039,0.5257812738418579
69.75938074212326,0.5244015290548927,69.76773834228516,0.522656261920929
69.76129009849147,0.5242092640776383,69.76080322265625,0.5257812738418579
69.75843309101306,0.52449347941499,69.76148986816406,0.522656261920929
69.76185105976306,0.5241507480019018,69.76746368408203,0.522656261920929
69.76083795647872,0.5242510657561453,69.7666244506836,0.522656261920929
69.75940764577766,0.5243931695034629,69.76524353027344,0.522656261920929
69.76115216706928,0.5242176244133397,69.7654037475586,0.522656261920929
69.76221124749435,0.5241089541661111,69.76675415039062,0.522656261920929
